answer,tokens_in,tokens_out,cost_usd,latency_s,id,source,label,model,mode,pred_raw
phishing.,378,4,1.101e-05,1.269,spamassassin:4742,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,385,4,1.1199e-05,2.965,spamassassin:5215,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,399,4,1.1577e-05,3.851,spamassassin:5738,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,292,4,8.688e-06,3.018,spamassassin:4496,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
legitimate.,417,4,1.2063e-05,2.858,spamassassin:4625,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,0
phishing.,186,4,5.826e-06,3.593,spamassassin:5468,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,432,4,1.2468e-05,3.881,spamassassin:5352,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
legitimate,109,3,3.546e-06,1.286,spamassassin:4114,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,0
legitimate,476,3,1.3455e-05,0.478,spamassassin:4693,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,0
phishing.,919,4,2.5617e-05,2.333,spamassassin:5201,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,352,4,1.0308e-05,0.534,spamassassin:5497,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,259,4,7.797e-06,0.509,spamassassin:5378,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,318,4,9.39e-06,0.532,spamassassin:4430,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,373,4,1.0875e-05,0.502,spamassassin:5746,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,278,4,8.31e-06,0.59,spamassassin:4692,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
legitimate.,669,4,1.8867e-05,0.63,spamassassin:4394,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,0
phishing.,439,4,1.2657e-05,0.57,spamassassin:5420,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,834,4,2.3322e-05,0.649,spamassassin:5471,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,377,4,1.0983e-05,0.537,spamassassin:5118,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,413,4,1.1955e-05,0.565,spamassassin:5301,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
phishing.,414,4,1.1982e-05,3.305,spamassassin:5185,spamassassin,1,meta-llama/llama-3.2-1b-instruct,zero,1
